school,position,matches,sets,kills,kills_per_set,errors,total_attacks,hitting_percentage,assists,assists_per_set,service_aces,service_aces_per_set,reception,reception_errors,digs,digs_per_set,block_solo,block_assist,block_total,blocks_per_set,points,points_per_set
Brewton-Parker,LB,25,80,3,0.04,7,39,-.103,23,0.29,17,0.21,502,72,216,2.70,0,0,0,0.00,20.0,0.3
Brewton-Parker,S,21,66,27,0.41,12,145,.103,280,4.24,21,0.32,16,4,128,1.94,1,7,8,0.12,52.5,0.8
Brewton-Parker,OH,25,79,47,0.59,43,261,.015,13,0.16,17,0.22,327,42,208,2.63,2,6,8,0.10,69.0,0.9
Brewton-Parker,OH,20,65,104,1.60,92,457,.026,71,1.09,12,0.18,103,12,84,1.29,3,11,14,0.22,124.5,1.9
Brewton-Parker,MB,25,80,76,0.95,66,296,.034,6,0.07,7,0.09,18,1,29,0.36,5,24,29,0.36,100.0,1.3
Brewton-Parker,LB,23,72,2,0.03,4,27,-.074,7,0.10,16,0.22,283,29,118,1.64,0,0,0,0.00,18.0,0.3
Brewton-Parker,S,4,6,0,0.00,1,1,-1.000,1,0.17,3,0.50,3,0,3,0.50,0,0,0,0.00,3.0,0.5
Brewton-Parker,DS,13,40,2,0.05,8,33,-.182,2,0.05,10,0.25,136,21,49,1.23,0,0,0,0.00,12.0,0.3
Brewton-Parker,MH,25,80,71,0.89,43,276,.101,3,0.04,11,0.14,21,2,36,0.45,7,19,26,0.33,98.5,1.2
Brewton-Parker,OH,25,80,102,1.27,84,441,.041,8,0.10,16,0.20,198,34,82,1.02,2,11,13,0.16,125.5,1.6
Brewton-Parker,S,24,72,55,0.76,49,295,.020,32,0.44,1,0.01,8,1,39,0.54,1,6,7,0.10,60.0,0.8
Brenau,DS,29,102,3,0.03,3,20,.000,0,0.00,24,0.24,23,5,67,0.66,0,0,0,0.00,27.0,0.3
Brenau,DS/L,29,100,17,0.17,16,77,.013,6,0.06,4,0.04,62,8,143,1.43,0,1,1,0.01,21.5,0.2
Brenau,OH,14,25,26,1.04,18,99,.081,3,0.12,0,0.00,59,4,23,0.92,0,3,3,0.12,27.5,1.1
Brenau,S,14,26,1,0.04,1,5,.000,93,3.58,4,0.15,1,0,26,1.00,0,0,0,0.00,5.0,0.2
Brenau,MH,29,110,144,1.31,66,455,.171,5,0.05,0,0.00,48,4,30,0.27,5,36,41,0.37,167.0,1.5
Brenau,OH,25,61,69,1.13,43,227,.115,3,0.05,1,0.02,10,2,19,0.31,6,26,32,0.52,89.0,1.5
Brenau,MH,27,102,492,4.82,209,1328,.213,10,0.10,30,0.29,597,33,276,2.71,4,18,22,0.22,535.0,5.2
Brenau,OH,24,74,73,0.99,56,205,.083,1,0.01,0,0.00,4,0,11,0.15,3,27,30,0.41,89.5,1.2
Brenau,DS,28,99,199,2.01,135,597,.107,3,0.03,15,0.15,6,0,71,0.72,3,29,32,0.32,231.5,2.3
Brenau,DS,28,101,7,0.07,2,29,.172,14,0.14,25,0.25,493,46,146,1.45,0,0,0,0.00,32.0,0.3
Brenau,L,22,49,0,0.00,0,2,.000,1,0.02,12,0.24,34,2,18,0.37,0,0,0,0.00,12.0,0.2
Brenau,S,29,110,1,0.01,5,36,-.111,89,0.81,44,0.40,591,32,627,5.70,0,0,0,0.00,45.0,0.4
Brenau,OH,29,106,36,0.34,14,126,.175,993,9.37,49,0.46,15,3,239,2.25,0,16,16,0.15,93.0,0.9
Brescia,OH,21,74,145,1.96,99,579,.079,17,0.23,17,0.23,399,20,258,3.49,4,9,13,0.18,170.5,2.3
Brescia,MB,20,69,85,1.23,68,327,.052,4,0.06,13,0.19,32,3,38,0.55,7,16,23,0.33,113.0,1.6
Brescia,OH,21,72,186,2.58,83,579,.178,7,0.10,13,0.18,141,10,166,2.31,43,24,67,0.93,254.0,3.5
Brescia,DS,21,74,5,0.07,8,84,-.036,27,0.36,22,0.30,418,35,242,3.27,0,1,1,0.01,27.5,0.4
Brescia,OH,18,64,162,2.53,89,559,.131,19,0.30,9,0.14,279,17,189,2.95,12,16,28,0.44,191.0,3.0
Brescia,DS,17,49,3,0.06,5,27,-.074,9,0.18,7,0.14,181,23,63,1.29,0,0,0,0.00,10.0,0.2
Brescia,OH,13,43,56,1.30,39,209,.081,2,0.05,1,0.02,15,2,35,0.81,9,12,21,0.49,72.0,1.7
Brescia,S,21,73,38,0.52,18,161,.124,544,7.45,21,0.29,1,0,157,2.15,1,8,9,0.12,64.0,0.9
Brescia,DS,12,27,1,0.04,1,3,.000,2,0.07,0,0.00,61,9,23,0.85,0,0,0,0.00,1.0,0.0
Brescia,S/RS,16,39,16,0.41,28,87,-.138,33,0.85,1,0.03,7,0,14,0.36,1,6,7,0.18,21.0,0.5
Bluefield,N/A,29,99,258,2.61,85,837,.207,16,0.16,25,0.25,411,12,343,3.46,1,16,17,0.17,292.0,2.9
Bluefield,OH,21,57,107,1.88,41,313,.211,2,0.04,0,0.00,10,0,20,0.35,9,37,46,0.81,134.5,2.4
Bluefield,OH,30,101,340,3.37,130,943,.223,15,0.15,42,0.42,447,24,292,2.89,0,17,17,0.17,390.5,3.9
Bluefield,OH,26,72,1,0.01,6,20,-.250,11,0.15,2,0.03,212,12,119,1.65,0,0,0,0.00,3.0,0.0
Bluefield,OH,25,71,67,0.94,36,219,.142,8,0.11,4,0.06,211,15,135,1.90,1,2,3,0.04,73.0,1.0
Bluefield,S,12,21,1,0.05,0,2,.500,72,3.43,1,0.05,2,1,30,1.43,0,2,2,0.10,3.0,0.1
Bluefield,DS,22,37,1,0.03,0,3,.333,10,0.27,5,0.14,108,13,60,1.62,0,0,0,0.00,6.0,0.2
Bluefield,DS,30,104,7,0.07,8,26,-.038,58,0.56,15,0.14,570,58,451,4.34,0,0,0,0.00,22.0,0.2
Bluefield,OH,1,1,0,0.00,0,0,-,0,0.00,0,0.00,1,0,0,0.00,0,0,0,0.00,0.0,0.0
Bluefield,OH,8,11,10,0.91,10,34,.000,0,0.00,0,0.00,2,0,0,0.00,1,2,3,0.27,12.0,1.1
Bluefield,S,30,106,27,0.25,5,92,.239,1064,10.04,23,0.22,4,0,266,2.51,0,14,14,0.13,57.0,0.5
Bluefield,MB,25,89,69,0.78,58,241,.046,5,0.06,0,0.00,3,0,15,0.17,5,44,49,0.55,96.0,1.1
Bluefield,DS,19,32,0,0.00,0,0,-,5,0.16,1,0.03,49,4,23,0.72,0,0,0,0.00,1.0,0.0
Bluefield,MB,27,97,142,1.46,63,421,.188,9,0.09,20,0.21,4,1,44,0.45,25,51,76,0.78,212.5,2.2
Bluefield,RS,30,108,335,3.10,113,862,.258,5,0.05,28,0.26,12,2,94,0.87,13,62,75,0.69,407.0,3.8
Bluefield,DS,3,3,0,0.00,0,2,.000,0,0.00,0,0.00,1,0,0,0.00,0,0,0,0.00,0.0,0.0
Bluefield,MB,6,13,6,0.46,1,18,.278,0,0.00,0,0.00,0,0,0,0.00,0,5,5,0.38,8.5,0.7
Calumet,OH,21,77,82,1.06,49,325,.102,2,0.03,0,0.00,4,0,27,0.35,6,30,36,0.47,103.0,1.3
Calumet,DS,23,82,1,0.01,6,15,-.333,18,0.22,5,0.06,228,19,192,2.34,0,0,0,0.00,6.0,0.1
Calumet,L/DS,23,76,4,0.05,5,27,-.037,10,0.13,0,0.00,231,17,126,1.66,0,0,0,0.00,4.0,0.1
Calumet,P/M,25,93,168,1.81,102,607,.109,2,0.02,16,0.17,42,4,94,1.01,6,28,34,0.37,204.0,2.2
Calumet,P/DS,25,92,46,0.50,44,243,.008,17,0.18,40,0.43,338,26,202,2.20,0,0,0,0.00,86.0,0.9
Calumet,M,25,93,103,1.11,64,428,.091,10,0.11,15,0.16,390,22,131,1.41,3,36,39,0.42,139.0,1.5
Calumet,OH,23,83,273,3.29,159,837,.136,17,0.20,18,0.22,317,11,243,2.93,2,20,22,0.27,303.0,3.7
Calumet,RS,25,67,7,0.10,10,51,-.059,1,0.01,7,0.10,4,1,24,0.36,0,3,3,0.04,15.5,0.2
Calumet,L/S,18,58,18,0.31,18,101,.000,131,2.26,17,0.29,99,13,113,1.95,0,4,4,0.07,37.0,0.6
Calumet,L/S,16,47,1,0.02,2,10,-.100,7,0.15,2,0.04,120,8,68,1.45,1,0,1,0.02,4.0,0.1
Calumet,DS,13,27,0,0.00,0,5,.000,3,0.11,0,0.00,103,10,42,1.56,0,0,0,0.00,0.0,0.0
Calumet,S,23,79,18,0.23,17,72,.014,667,8.44,18,0.23,8,2,185,2.34,2,11,13,0.16,43.5,0.6
Calumet,P,25,88,219,2.49,134,716,.119,3,0.03,1,0.01,19,6,55,0.63,4,11,15,0.17,229.5,2.6
Calumet,M,1,1,0,0.00,0,0,-,0,0.00,0,0.00,0,0,1,1.00,0,0,0,0.00,0.0,0.0
Bushnell,OH,4,12,24,2.00,8,73,.219,1,0.08,2,0.17,8,0,13,1.08,0,6,6,0.50,29.0,2.4
Bushnell,OH,25,90,213,2.37,86,623,.204,14,0.16,13,0.14,177,15,106,1.18,1,19,20,0.22,236.5,2.6
Bushnell,DS,25,83,1,0.01,1,10,.000,15,0.18,12,0.14,301,14,149,1.80,0,0,0,0.00,13.0,0.2
Bushnell,DS,22,51,1,0.02,1,4,.000,6,0.12,7,0.14,74,9,32,0.63,0,0,0,0.00,8.0,0.2
Bushnell,RS,25,91,237,2.60,106,622,.211,1,0.01,0,0.00,7,0,34,0.37,2,64,66,0.73,271.0,3.0
Bushnell,MB,24,87,164,1.89,57,365,.293,5,0.06,0,0.00,7,0,12,0.14,9,78,87,1.00,212.0,2.4
Bushnell,RS,9,20,26,1.30,4,48,.458,1,0.05,1,0.05,1,0,7,0.35,3,15,18,0.90,37.5,1.9
Bushnell,L,24,88,6,0.07,1,23,.217,49,0.56,35,0.40,368,11,409,4.65,0,1,1,0.01,41.5,0.5
Bushnell,S,2,4,0,0.00,0,1,.000,14,3.50,0,0.00,0,0,6,1.50,0,0,0,0.00,0.0,0.0
Bushnell,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bushnell,S,8,16,1,0.06,2,5,-.200,26,1.63,0,0.00,0,0,7,0.44,0,0,0,0.00,1.0,0.1
Bushnell,S,29,105,52,0.50,22,176,.170,945,9.00,26,0.25,9,1,235,2.24,4,35,39,0.37,99.5,0.9
Bushnell,DS,23,78,2,0.03,2,6,.000,12,0.15,16,0.21,246,12,111,1.42,0,0,0,0.00,18.0,0.2
Bushnell,OH,19,38,55,1.45,30,151,.166,2,0.05,5,0.13,49,6,28,0.74,1,3,4,0.11,62.5,1.6
Bushnell,MB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bushnell,MB,3,4,0,0.00,1,3,-.333,0,0.00,0,0.00,0,0,0,0.00,0,2,2,0.50,1.0,0.3
Bushnell,OH,29,102,285,2.79,148,869,.158,17,0.17,34,0.33,486,16,203,1.99,3,47,50,0.49,345.5,3.4
Bushnell,SO,23,88,97,1.10,45,260,.200,3,0.03,12,0.14,11,1,19,0.22,15,72,87,0.99,160.0,1.8
Bushnell,S,21,64,0,0.00,2,3,-.667,56,0.88,13,0.20,0,0,34,0.53,0,0,0,0.00,13.0,0.2
Campbellsville,MB,19,66,115,1.74,30,284,.299,4,0.06,0,0.00,3,0,5,0.08,19,54,73,1.11,161.0,2.4
Campbellsville,DS,17,64,3,0.05,2,17,.059,26,0.41,22,0.34,292,19,168,2.63,0,0,0,0.00,25.0,0.4
Campbellsville,S,22,79,42,0.53,13,147,.197,715,9.05,34,0.43,6,1,244,3.09,0,12,12,0.15,82.0,1.0
Campbellsville,DS,22,76,4,0.05,0,19,.211,12,0.16,23,0.30,405,39,164,2.16,0,1,1,0.01,27.5,0.4
Campbellsville,MH,21,74,161,2.18,64,505,.192,7,0.09,2,0.03,2,0,48,0.65,3,27,30,0.41,179.5,2.4
Campbellsville,OH,9,24,23,0.96,23,112,.000,5,0.21,0,0.00,9,0,11,0.46,0,4,4,0.17,25.0,1.0
Campbellsville,S,6,17,2,0.12,2,11,.000,57,3.35,2,0.12,2,0,12,0.71,1,0,1,0.06,5.0,0.3
Campbellsville,MB,22,80,206,2.58,73,541,.246,14,0.17,3,0.04,44,3,83,1.04,5,30,35,0.44,229.0,2.9
Campbellsville,DS,19,48,1,0.02,0,4,.250,2,0.04,13,0.27,1,0,8,0.17,0,0,0,0.00,14.0,0.3
Campbellsville,MB,22,72,105,1.46,59,265,.174,9,0.13,5,0.07,13,1,25,0.35,19,31,50,0.69,144.5,2.0
Campbellsville,DS,22,74,4,0.05,7,35,-.086,79,1.07,21,0.28,390,29,350,4.73,0,0,0,0.00,25.0,0.3
Campbellsville,S,22,78,279,3.58,121,753,.210,12,0.15,14,0.18,112,12,227,2.91,8,23,31,0.40,312.5,4.0
Campbellsville,OH,10,37,100,2.70,38,278,.223,10,0.27,12,0.32,116,6,95,2.57,2,13,15,0.41,120.5,3.3
Bryan,DS,12,34,0,0.00,0,0,-,0,0.00,4,0.12,5,0,10,0.29,0,0,0,0.00,4.0,0.1
Bryan,OPP,11,26,24,0.92,28,100,-.040,1,0.04,0,0.00,4,0,13,0.50,0,8,8,0.31,28.0,1.1
Bryan,MB,6,10,6,0.60,5,26,.038,0,0.00,0,0.00,0,0,4,0.40,0,7,7,0.70,9.5,0.9
Bryan,OPP,29,88,97,1.10,70,408,.066,3,0.03,0,0.00,3,1,27,0.31,0,36,36,0.41,115.0,1.3
Bryan,OPP,28,96,166,1.73,91,566,.133,3,0.03,0,0.00,8,1,64,0.67,3,68,71,0.74,203.0,2.1
Bryan,DS,29,106,3,0.03,7,65,-.062,92,0.87,11,0.10,625,40,565,5.33,0,0,0,0.00,14.0,0.1
Bryan,MB,7,12,9,0.75,8,35,.029,0,0.00,0,0.00,2,0,0,0.00,0,3,3,0.25,10.5,0.9
Bryan,OPP,14,17,4,0.24,4,35,.000,0,0.00,0,0.00,1,0,7,0.41,0,4,4,0.24,6.0,0.4
Bryan,S,1,1,0,0.00,0,0,-,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Bryan,DS,28,101,3,0.03,4,27,-.037,10,0.10,52,0.51,352,23,338,3.35,0,0,0,0.00,55.0,0.5
Bryan,OH,29,106,377,3.56,116,1022,.255,17,0.16,27,0.25,565,29,406,3.83,6,40,46,0.43,430.0,4.1
Bryan,MB,29,105,153,1.46,44,377,.289,0,0.00,12,0.11,9,1,62,0.59,13,79,92,0.88,217.5,2.1
Bryan,OH,9,25,57,2.28,28,192,.151,2,0.08,0,0.00,62,4,12,0.48,0,2,2,0.08,58.0,2.3
Bryan,S,29,106,8,0.08,4,37,.108,494,4.66,9,0.08,7,0,181,1.71,1,3,4,0.04,19.5,0.2
Bryan,OH,27,85,234,2.75,95,699,.199,5,0.06,0,0.00,270,5,85,1.00,1,29,30,0.35,249.5,2.9
Bryan,S,29,106,27,0.25,11,71,.225,662,6.25,36,0.34,6,0,250,2.36,0,0,0,0.00,63.0,0.6
Bryan,MB,28,101,215,2.13,60,512,.303,3,0.03,0,0.00,6,1,27,0.27,18,100,118,1.17,283.0,2.8
CIU,DS,33,65,2,0.03,4,11,-.182,8,0.12,15,0.23,68,4,55,0.85,0,0,0,0.00,17.0,0.3
CIU,DS,5,5,0,0.00,0,0,-,0,0.00,0,0.00,2,1,1,0.20,0,0,0,0.00,0.0,0.0
CIU,DS,2,2,0,0.00,0,0,-,0,0.00,0,0.00,3,0,2,1.00,0,0,0,0.00,0.0,0.0
CIU,MB,34,77,42,0.55,29,137,.095,3,0.04,0,0.00,2,2,15,0.19,11,56,67,0.87,81.0,1.1
CIU,DS,3,4,0,0.00,1,2,-.500,0,0.00,0,0.00,3,1,0,0.00,0,0,0,0.00,0.0,0.0
CIU,LB,2,2,0,0.00,0,0,-,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
CIU,OH,39,111,195,1.76,65,577,.225,9,0.08,0,0.00,11,1,49,0.44,4,27,31,0.28,212.5,1.9
CIU,OH,15,23,10,0.43,8,35,.057,1,0.04,5,0.22,39,2,26,1.13,0,0,0,0.00,15.0,0.7
CIU,OH,1,1,2,2.00,0,3,.667,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,2.0,2.0
CIU,DS,15,28,0,0.00,0,1,.000,2,0.07,4,0.14,4,1,18,0.64,0,0,0,0.00,4.0,0.1
CIU,S,39,129,503,3.90,109,1110,.355,9,0.07,0,0.00,4,0,74,0.57,6,54,60,0.47,536.0,4.2
CIU,MB,3,3,0,0.00,0,1,.000,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
CIU,S,35,95,25,0.26,6,83,.229,411,4.33,27,0.28,10,0,183,1.93,0,4,4,0.04,54.0,0.6
CIU,MB,39,114,279,2.45,120,678,.235,10,0.09,0,0.00,6,0,45,0.39,11,45,56,0.49,312.5,2.7
CIU,OH,39,134,232,1.73,64,517,.325,11,0.08,11,0.08,15,2,66,0.49,33,78,111,0.83,315.0,2.4
CIU,RS,3,3,0,0.00,1,3,-.333,0,0.00,0,0.00,0,0,1,0.33,0,0,0,0.00,0.0,0.0
CIU,S,26,52,1,0.02,1,4,.000,3,0.06,6,0.12,17,2,35,0.67,0,0,0,0.00,7.0,0.1
CIU,S,38,136,56,0.41,18,173,.220,1126,8.28,38,0.28,15,2,379,2.79,5,14,19,0.14,106.0,0.8
CIU,DS,23,44,4,0.09,0,8,.500,9,0.20,12,0.27,43,4,48,1.09,0,0,0,0.00,16.0,0.4
CIU,OH,38,133,88,0.66,70,362,.050,13,0.10,35,0.26,530,23,291,2.19,1,25,26,0.20,136.5,1.0
CIU,OH,38,134,275,2.05,103,818,.210,20,0.15,58,0.43,698,22,403,3.01,5,17,22,0.16,346.5,2.6
CIU,OH,39,115,202,1.76,66,523,.260,4,0.03,1,0.01,11,0,50,0.43,4,35,39,0.34,224.5,2.0
CIU,DS,38,137,6,0.04,2,45,.089,157,1.15,36,0.26,861,36,736,5.37,0,0,0,0.00,42.0,0.3
CIU,MB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Central Baptist,DS,22,80,14,0.17,23,95,-.095,35,0.44,24,0.30,351,20,226,2.83,0,3,3,0.04,39.5,0.5
Central Baptist,S,17,63,27,0.43,24,110,.027,520,8.25,24,0.38,10,2,107,1.70,0,6,6,0.10,54.0,0.9
Central Baptist,DS,22,81,107,1.32,95,409,.029,52,0.64,26,0.32,443,14,306,3.78,3,7,10,0.12,139.5,1.7
Central Baptist,DS,16,50,7,0.14,6,42,.024,9,0.18,9,0.18,137,12,100,2.00,0,0,0,0.00,16.0,0.3
Central Baptist,S,21,70,4,0.06,3,23,.043,70,1.00,14,0.20,156,7,128,1.83,0,1,1,0.01,18.5,0.3
Central Baptist,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Central Baptist,OPP/S,17,60,193,3.22,111,596,.138,153,2.55,17,0.28,186,13,183,3.05,0,8,8,0.13,214.0,3.6
Central Baptist,MB,17,62,102,1.65,69,297,.111,4,0.06,5,0.08,36,2,25,0.40,2,12,14,0.23,115.0,1.9
Central Baptist,DS,22,81,137,1.69,107,483,.062,15,0.19,8,0.10,319,9,130,1.60,5,24,29,0.36,162.0,2.0
Central Baptist,OH,22,81,243,3.00,134,653,.167,4,0.05,4,0.05,24,1,49,0.60,0,12,12,0.15,253.0,3.1
Central Baptist,OH,6,17,2,0.12,4,15,-.133,0,0.00,1,0.06,1,0,3,0.18,3,4,7,0.41,8.0,0.5
Central Baptist,MB,19,70,79,1.13,64,277,.054,2,0.03,1,0.01,10,2,29,0.41,8,19,27,0.39,97.5,1.4
Carroll,OH,25,104,217,2.09,113,679,.153,5,0.05,10,0.10,49,5,66,0.63,6,43,49,0.47,254.5,2.4
Carroll,DS,25,105,1,0.01,5,23,-.174,20,0.19,20,0.19,61,7,299,2.85,0,0,0,0.00,21.0,0.2
Carroll,OH,6,8,0,0.00,0,2,.000,0,0.00,1,0.13,0,0,4,0.50,0,0,0,0.00,1.0,0.1
Carroll,DS,25,105,13,0.12,15,92,-.022,34,0.32,20,0.19,402,18,265,2.52,0,0,0,0.00,33.0,0.3
Carroll,MH,25,105,322,3.07,106,925,.234,5,0.05,3,0.03,128,1,73,0.70,24,63,87,0.83,380.5,3.6
Carroll,S,7,9,0,0.00,0,1,.000,2,0.22,0,0.00,1,1,2,0.22,0,0,0,0.00,0.0,0.0
Carroll,OH,8,13,10,0.77,10,34,.000,0,0.00,0,0.00,0,0,7,0.54,0,0,0,0.00,10.0,0.8
Carroll,MH,25,104,93,0.89,72,337,.062,6,0.06,0,0.00,7,2,36,0.35,18,54,72,0.69,138.0,1.3
Carroll,OH,25,105,290,2.76,117,1055,.164,46,0.44,23,0.22,671,20,401,3.82,4,31,35,0.33,332.5,3.2
Carroll,MH,12,19,2,0.11,4,21,-.095,0,0.00,1,0.05,1,0,4,0.21,0,1,1,0.05,3.5,0.2
Carroll,DS,25,105,3,0.03,8,85,-.059,57,0.54,17,0.16,699,20,594,5.66,0,0,0,0.00,20.0,0.2
Carroll,MH,25,104,160,1.54,112,594,.081,6,0.06,0,0.00,41,4,51,0.49,9,33,42,0.40,185.5,1.8
Carroll,DS,2,2,0,0.00,0,0,-,0,0.00,0,0.00,0,0,1,0.50,0,0,0,0.00,0.0,0.0
Carroll,S,23,95,101,1.06,55,320,.144,887,9.34,26,0.27,5,1,299,3.15,5,38,43,0.45,151.0,1.6
Central Christian,S,31,113,57,0.50,19,265,.143,904,8.00,22,0.19,6,1,297,2.63,2,8,10,0.09,85.0,0.8
Central Christian,DS,30,101,1,0.01,4,43,-.070,57,0.56,29,0.29,482,27,304,3.01,0,0,0,0.00,30.0,0.3
Central Christian,DS,13,26,1,0.04,0,5,.200,0,0.00,0,0.00,88,6,39,1.50,0,0,0,0.00,1.0,0.0
Central Christian,S,27,75,2,0.03,1,9,.111,6,0.08,7,0.09,235,21,130,1.73,0,0,0,0.00,9.0,0.1
Central Christian,OH,21,62,110,1.77,82,418,.067,11,0.18,16,0.26,171,17,113,1.82,0,7,7,0.11,129.5,2.1
Central Christian,OH,25,72,85,1.18,69,329,.049,0,0.00,0,0.00,39,6,25,0.35,3,11,14,0.19,93.5,1.3
Central Christian,MH,28,89,80,0.90,51,319,.091,2,0.02,0,0.00,4,1,24,0.27,4,30,34,0.38,99.0,1.1
Central Christian,OH,31,110,314,2.85,195,894,.133,11,0.10,5,0.05,69,9,101,0.92,9,29,38,0.35,342.5,3.1
Central Christian,DS,28,76,5,0.07,2,13,.231,12,0.16,9,0.12,280,29,153,2.01,0,0,0,0.00,14.0,0.2
Central Christian,MH,27,72,57,0.79,40,229,.074,1,0.01,1,0.01,5,0,21,0.29,7,23,30,0.42,76.5,1.1
Central Christian,OH,4,4,0,0.00,0,1,.000,1,0.25,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Central Christian,S,10,13,0,0.00,0,6,.000,10,0.77,3,0.23,3,0,5,0.38,0,0,0,0.00,3.0,0.2
Central Christian,RS,3,3,1,0.33,0,1,1.000,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,1.0,0.3
Central Christian,DS,11,16,0,0.00,0,2,.000,3,0.19,1,0.06,32,4,19,1.19,0,1,1,0.06,1.5,0.1
Central Christian,OH,31,107,247,2.31,134,828,.136,23,0.21,41,0.38,347,21,286,2.67,9,28,37,0.35,311.0,2.9
Central Christian,OH,2,2,0,0.00,0,0,-,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Central Christian,OH,23,52,76,1.46,56,315,.063,8,0.15,8,0.15,115,9,42,0.81,1,5,6,0.12,87.5,1.7
Central Christian,DS,28,96,3,0.03,7,35,-.114,24,0.25,15,0.16,310,26,213,2.22,0,0,0,0.00,18.0,0.2
Central Christian,OH,27,63,70,1.11,46,344,.070,11,0.17,1,0.02,87,5,59,0.94,1,14,15,0.24,79.0,1.3
Cardinal Stritch,OH,23,77,12,0.16,14,80,-.025,5,0.06,19,0.25,201,22,108,1.40,1,6,7,0.09,35.0,0.5
Cardinal Stritch,L/DS,24,65,0,0.00,1,8,-.125,10,0.15,12,0.18,176,16,103,1.58,0,0,0,0.00,12.0,0.2
Cardinal Stritch,MH/RS,20,66,78,1.18,47,267,.116,16,0.24,17,0.26,157,10,125,1.89,1,21,22,0.33,106.5,1.6
Cardinal Stritch,DS,30,106,36,0.34,18,138,.130,571,5.39,34,0.32,26,4,224,2.11,0,12,12,0.11,76.0,0.7
Cardinal Stritch,RS/OH,19,60,65,1.08,67,259,-.008,4,0.07,6,0.10,156,20,68,1.13,2,26,28,0.47,86.0,1.4
Cardinal Stritch,MH,17,56,80,1.43,44,245,.147,2,0.04,0,0.00,12,2,13,0.23,1,25,26,0.46,93.5,1.7
Cardinal Stritch,RS/MH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cardinal Stritch,L/DS,30,115,5,0.04,3,34,.059,115,1.00,39,0.34,558,38,436,3.79,0,0,0,0.00,44.0,0.4
Cardinal Stritch,OH,6,10,12,1.20,2,25,.400,0,0.00,0,0.00,7,0,5,0.50,0,1,1,0.10,12.5,1.3
Cardinal Stritch,OH,29,98,156,1.59,80,551,.138,4,0.04,10,0.10,80,15,51,0.52,5,33,38,0.39,187.5,1.9
Cardinal Stritch,OH,30,115,371,3.23,175,1027,.191,19,0.17,42,0.37,685,64,249,2.17,3,43,46,0.40,437.5,3.8
Cardinal Stritch,MH,30,110,157,1.43,62,422,.225,8,0.07,0,0.00,6,3,32,0.29,21,66,87,0.79,211.0,1.9
Cardinal Stritch,S,21,73,23,0.32,1,54,.407,380,5.21,26,0.36,4,1,143,1.96,0,6,6,0.08,52.0,0.7
Cardinal Stritch,MH,30,112,274,2.45,106,623,.270,13,0.12,13,0.12,28,2,55,0.49,22,102,124,1.11,360.0,3.2
Carlow,OH,24,78,3,0.04,4,25,-.040,4,0.05,28,0.36,232,21,148,1.90,0,0,0,0.00,31.0,0.4
Carlow,OH,21,68,1,0.01,7,20,-.300,7,0.10,2,0.03,268,24,109,1.60,0,0,0,0.00,3.0,0.0
Carlow,MH,2,2,0,0.00,1,1,-1.000,0,0.00,0,0.00,0,0,1,0.50,0,0,0,0.00,0.0,0.0
Carlow,OH,22,72,1,0.01,2,11,-.091,10,0.14,10,0.14,327,16,277,3.85,0,0,0,0.00,11.0,0.2
Carlow,OH,24,78,229,2.94,111,673,.175,5,0.06,28,0.36,272,12,100,1.28,9,21,30,0.38,276.5,3.5
Carlow,MH,20,64,59,0.92,30,173,.168,5,0.08,0,0.00,3,0,13,0.20,5,16,21,0.33,72.0,1.1
Carlow,DS,24,77,81,1.05,47,361,.094,37,0.48,8,0.10,64,5,37,0.48,4,10,14,0.18,98.0,1.3
Carlow,DS,1,1,0,0.00,0,0,-,0,0.00,0,0.00,0,0,1,1.00,0,0,0,0.00,0.0,0.0
Carlow,OH,24,78,157,2.01,101,517,.108,2,0.03,0,0.00,132,10,42,0.54,0,4,4,0.05,159.0,2.0
Carlow,S,22,70,8,0.11,9,45,-.022,361,5.16,19,0.27,1,0,130,1.86,0,3,3,0.04,28.5,0.4
Carlow,DS,6,9,5,0.56,1,14,.286,3,0.33,0,0.00,2,0,1,0.11,0,0,0,0.00,5.0,0.6
Carlow,DS,2,2,0,0.00,0,0,-,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Carlow,MH,24,78,150,1.92,58,394,.234,1,0.01,15,0.19,1,1,38,0.49,21,34,55,0.71,203.0,2.6
Carlow,RS,22,67,115,1.72,97,370,.049,213,3.18,36,0.54,58,4,147,2.19,8,19,27,0.40,168.5,2.5
